session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
42-1,17,2016-03-07T19:05:07,"2nd reading of Bill C-4, An Act to amend the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, the Public Service Labour Relations Act and the Income Tax Act",Agreed To,219,90,0,C-4,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,18,2016-03-08T15:00:00,Government Business No. 2 (Canada's contribution to the effort to combat ISIL) (amendment),Negatived,95,230,0,,,unknown,government_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,19,2016-03-08T15:20:02,Government Business No. 2 (Canada's contribution to the effort to combat ISIL),Agreed To,178,147,0,,,unknown,government_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,20,2016-03-08T15:20:00,"2nd reading of Bill C-2, An Act to amend the Income Tax Act (reasoned amendment)",Negatived,95,230,0,C-2,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,21,2016-03-09T15:00:40,Opposition Motion (Economy and aerospace industry),Negatived,96,218,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,22,2016-03-21T18:35:00,Opposition Motion (Office of Religious Freedom),Negatived,90,225,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,23,2016-03-21T18:45:00,Concurrence in an opposed item,Agreed To,216,100,0,,,unknown,supply,,0,,Parliament_42-1/votes_metadata.csv
42-1,24,2016-03-21T18:55:00,Concurrence in estimates,Agreed To,174,142,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,25,2016-03-21T19:05:00,"2nd reading of Bill C-8, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2016",Agreed To,174,142,0,C-8,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,26,2016-03-21T19:15:00,"Concurrence at report stage of Bill C-8, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2016",Agreed To,174,142,0,C-8,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,27,2016-03-21T19:25:00,"3rd reading and adoption of Bill C-8, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2016",Agreed To,174,141,0,C-8,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,28,2016-03-21T19:35:00,Concurrence in Interim Supply,Agreed To,174,141,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,29,2016-03-21T19:45:00,"2nd reading of Bill C-9, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,174,142,0,C-9,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,30,2016-03-21T19:55:00,"Concurrence at report stage of Bill C-9, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,174,142,0,C-9,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,31,2016-03-21T20:05:00,"3rd reading and adoption of Bill C-9, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,174,142,0,C-9,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,32,2016-03-21T20:15:00,"2nd reading of Bill C-6, An Act to amend the Citizenship Act and to make consequential amendments to another Act",Agreed To,226,90,0,C-6,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,33,2016-03-21T20:25:00,"2nd reading of Bill C-2, An Act to amend the Income Tax Act",Agreed To,226,90,0,C-2,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,34,2016-04-12T19:00:00,Budgetary policy (subamendment),Negatived,53,272,0,,,unknown,supply,amendment,1,,Parliament_42-1/votes_metadata.csv
42-1,35,2016-04-13T15:00:28,Budgetary policy (amendment),Negatived,89,228,0,,,unknown,supply,amendment,1,,Parliament_42-1/votes_metadata.csv
42-1,36,2016-04-19T15:00:21,Budgetary policy,Agreed To,174,134,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,37,2016-04-19T15:10:51,Ways and Means motion No. 6,Agreed To,183,125,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,38,2016-04-19T15:20:06,Government Business No. 4 (Instruction to Committee to divide Bill C-2),Negatived,134,174,0,C-2,House Government Bill,legisinfo,government_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,39,2016-04-20T15:00:06,Opposition Motion (Political fundraising activities),Negatived,130,165,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,40,2016-04-20T16:00:00,Motion to proceed to Orders of the Day,Agreed To,163,129,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,41,2016-04-20T17:17:18,"Time allocation for Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures",Agreed To,165,132,0,C-10,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,42,2016-04-20T18:30:48,"2nd reading of Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures (subamendment)",Negatived,49,247,0,C-10,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,43,2016-04-20T18:40:14,"2nd reading of Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures (reasoned amendment)",Negatived,49,247,0,C-10,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,44,2016-04-20T18:50:46,"2nd reading of Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures",Agreed To,164,131,0,C-10,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,45,2016-05-03T15:01:23,Opposition Motion (Canadian dairy industry),Negatived,142,171,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,46,2016-05-04T15:10:40,Motion to proceed to Orders of the Day,Agreed To,168,135,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,47,2016-05-04T16:25:29,"Time allocation for Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,165,140,0,C-14,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,48,2016-05-04T18:15:55,"2nd reading of Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (previous question)",Agreed To,169,141,0,C-14,House Government Bill,legisinfo,procedural,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,49,2016-05-04T18:25:52,"2nd reading of Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,235,75,0,C-14,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,50,2016-05-10T11:13:00,"Time allocation for Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,168,132,0,C-15,House Government Bill,legisinfo,procedural,,1,,Parliament_42-1/votes_metadata.csv
42-1,51,2016-05-10T18:15:00,"2nd reading of Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (reasoned amendment)",Negatived,86,224,0,C-15,House Government Bill,legisinfo,government_bill,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,52,2016-05-10T18:25:00,"2nd reading of Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,172,138,0,C-15,House Government Bill,legisinfo,government_bill,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,53,2016-05-11T15:10:00,Motion to proceed to Orders of the Day,Agreed To,170,137,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,54,2016-05-11T16:50:00,"Time allocation for Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",Agreed To,164,135,0,C-7,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,55,2016-05-11T17:45:00,"Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures (report stage amendment)",Negatived,49,250,0,C-7,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,56,2016-05-11T17:55:00,"Concurrence at report stage of Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",Agreed To,177,123,0,C-7,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,57,2016-05-16T12:40:30,"Concurrence at report stage of Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures",Tie,139,139,0,C-10,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,58,2016-05-17T16:33:43,"Concurrence at report stage of Bill C-6, An Act to amend the Citizenship Act and to make consequential amendments to another Act",Agreed To,218,88,0,C-6,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,59,2016-05-17T11:57:45,"Time allocation for Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures",Agreed To,171,142,0,C-10,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,60,2016-05-17T15:00:33,Opposition Motion (Trans-Pacific Partnership),Negatived,90,221,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,61,2016-05-17T15:10:39,Opposition Motion (Freedom of Conscience),Negatived,96,214,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,62,2016-05-18T15:10:03,Motion to proceed to Orders of the Day,Agreed To,173,141,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,63,2016-05-18T17:43:27,"Time allocation for Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,172,137,0,C-14,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,64,2016-05-30T18:30:58,"3rd reading and adoption of Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",Agreed To,177,140,0,C-7,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,65,2016-05-30T18:40:08,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,47,271,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,66,2016-05-30T18:50:38,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,91,229,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,67,2016-05-30T19:00:28,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,96,225,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,68,2016-05-30T19:10:37,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,60,260,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,69,2016-05-30T19:20:17,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,86,236,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,70,2016-05-30T19:30:49,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,53,267,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,71,2016-05-30T19:40:34,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,69,253,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,42-1/71,Parliament_42-1/votes_metadata.csv
42-1,72,2016-05-30T19:50:06,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,97,222,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,73,2016-05-30T20:00:45,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (report stage amendment)",Negatived,57,264,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,74,2016-05-30T20:10:17,"Concurrence at report stage of Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,192,129,0,C-14,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,75,2016-05-31T17:45:05,"Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (recommittal to a committee)",Negatived,54,267,0,C-14,House Government Bill,legisinfo,government_bill,,0,,Parliament_42-1/votes_metadata.csv
42-1,76,2016-05-31T17:55:47,"3rd reading and adoption of Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,186,137,0,C-14,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,77,2016-06-01T17:45:00,"3rd reading and adoption of Bill C-10, An Act to amend the Air Canada Public Participation Act and to provide for certain other measures",Agreed To,170,136,0,C-10,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,78,2016-06-01T17:55:00,"2nd reading of Bill C-210, An Act to amend the National Anthem Act (gender)",Agreed To,219,79,0,C-210,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,79,2016-06-07T15:00:50,Opposition Motion (Special committee on electoral reform) (amendment),Agreed To,230,91,0,,,unknown,opposition_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,80,2016-06-07T15:10:42,Opposition Motion (Special committee on electoral reform),Agreed To,229,91,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,81,2016-06-07T15:20:00,Third Report of the Standing Committee on Agriculture and Agri-Food,Agreed To,314,0,0,,,unknown,committee_report,,0,,Parliament_42-1/votes_metadata.csv
42-1,82,2016-06-08T15:00:00,"Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,144,172,0,C-15,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,83,2016-06-08T15:10:00,"Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,134,182,0,C-15,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,84,2016-06-08T15:20:00,"Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,144,172,0,C-15,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,85,2016-06-08T15:30:00,"Concurrence at report stage of Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,172,144,0,C-15,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,86,2016-06-08T15:40:00,"2nd reading of Bill C-239, An Act to amend the Income Tax Act (charitable gifts)",Negatived,103,209,0,C-239,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,87,2016-06-13T18:30:00,"3rd reading and adoption of Bill C-15, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,171,129,0,C-15,House Government Bill,legisinfo,government_bill,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,88,2016-06-14T15:00:00,Opposition Motion (ISIS),Negatived,139,166,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,89,2016-06-14T15:10:00,Opposition Motion (Decriminalization of marijuana possession),Negatived,49,256,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,90,2016-06-14T22:30:06,Opposition Motion (Internal trade),Negatived,131,184,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,91,2016-06-14T22:35:12,Concurrence in an opposed item,Agreed To,219,97,0,,,unknown,supply,,0,,Parliament_42-1/votes_metadata.csv
42-1,92,2016-06-14T22:40:54,Concurrence in estimates,Agreed To,177,139,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,93,2016-06-14T22:16:34,"2nd reading of Bill C-19, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-19,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,94,2016-06-14T22:18:32,"Concurrence at report stage of Bill C-19, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-19,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,95,2016-06-14T22:22:48,"3rd reading and adoption of Bill C-19, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-19,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,96,2016-06-14T23:00:59,Concurrence in estimates,Agreed To,177,139,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,97,2016-06-14T22:31:21,"2nd reading of Bill C-20, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-20,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,98,2016-06-14T22:34:55,"Concurrence at report stage of Bill C-20, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-20,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,99,2016-06-14T22:36:38,"3rd reading and adoption of Bill C-20, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,177,139,0,C-20,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,100,2016-06-15T18:00:00,"3rd reading and adoption of Bill C-210, An Act to amend the National Anthem Act (gender)",Agreed To,225,74,0,C-210,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,101,2016-06-15T18:10:00,"2nd reading of Bill C-223, An Act to establish the Canadian Organ Donor Registry and to coordinate and promote organ donation throughout Canada",Negatived,131,171,0,C-223,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,102,2016-06-16T15:00:00,"Motion respecting Senate amendments to Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying) (amendment)",Negatived,54,240,0,C-14,House Government Bill,legisinfo,government_bill,senate_amendments,0,,Parliament_42-1/votes_metadata.csv
42-1,103,2016-06-16T15:10:00,"Motion respecting Senate amendments to Bill C-14, An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying)",Agreed To,190,108,0,C-14,House Government Bill,legisinfo,government_bill,senate_amendments,0,,Parliament_42-1/votes_metadata.csv
42-1,104,2016-09-20T15:00:00,"3rd reading and adoption of Bill C-2, An Act to amend the Income Tax Act",Agreed To,167,122,0,C-2,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,105,2016-09-21T18:00:00,Private Members' Business M-43 (Taxpayer Bill of Rights),Negatived,84,210,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,106,2016-09-21T18:10:00,"2nd reading of Bill C-221, An Act to amend the Criminal Code (sports betting)",Negatived,133,156,0,C-221,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,42-1/106,Parliament_42-1/votes_metadata.csv
42-1,107,2016-09-21T18:20:00,"2nd reading of Bill C-229, An Act to amend the Criminal Code and the Corrections and Conditional Release Act and to make related and consequential amendments to other Acts (life sentences)",Negatived,81,211,0,C-229,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,108,2016-09-21T18:30:00,"2nd reading of Bill C-232, An Act to amend the Excise Act, 2001 (spirits)",Negatived,136,156,0,C-232,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,109,2016-09-27T15:00:29,Opposition Motion (Appointments to the Supreme Court),Agreed To,270,0,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,110,2016-09-28T18:00:51,"2nd reading of Bill C-247, An Act to amend the Criminal Code (passive detection device)",Agreed To,192,75,0,C-247,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,111,2016-09-28T18:10:20,"2nd reading of Bill C-234, An Act to amend the Canada Labour Code (replacement workers)",Negatived,47,217,0,C-234,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,112,2016-09-28T18:20:17,Private Members' Business M-45 (Infrastructure investments) (amendment),Agreed To,182,84,0,,,unknown,private_members_business,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,113,2016-09-28T18:30:32,Private Members' Business M-45 (Infrastructure investments),Agreed To,182,84,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,114,2016-10-04T15:00:00,Opposition Motion (Creation of a standing committee on arms exports review),Negatived,41,239,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,115,2016-10-04T15:10:00,"2nd reading of Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts",Agreed To,200,81,0,C-22,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,116,2016-10-05T15:45:00,Ways and Means motion No. 7,Agreed To,197,82,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,117,2016-10-05T18:00:00,Government Business No. 8 (Paris Agreement) (subamendment),Negatived,45,240,0,,,unknown,government_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,118,2016-10-05T18:10:00,Government Business No. 8 (Paris Agreement) (amendment),Negatived,78,207,0,,,unknown,government_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,119,2016-10-05T18:20:00,Government Business No. 8 (Paris Agreement),Agreed To,207,81,0,,,unknown,government_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,120,2016-10-05T18:30:00,"2nd reading of Bill C-246, An Act to amend the Criminal Code, the Fisheries Act, the Textile Labelling Act, the Wild Animal and Plant Protection and Regulation of International and Interprovincial Trade Act and the Canada Consumer Product Safety Act (animal protection)",Negatived,84,198,0,C-246,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,121,2016-10-05T18:40:00,Private Members' Business M-24 (Tamil Heritage Month),Agreed To,283,0,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,122,2016-10-05T18:50:00,"2nd reading of Bill C-227, An Act to amend the Department of Public Works and Government Services Act (community benefit)",Agreed To,195,89,0,C-227,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,123,2016-10-05T19:00:00,"2nd reading of Bill C-231, An Act to establish National Food Waste Awareness Day and to provide for the development of a national strategy to reduce food waste in Canada",Negatived,59,220,0,C-231,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,124,2016-10-18T15:00:35,"Bill C-4, An Act to amend the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, the Public Service Labour Relations Act and the Income Tax Act (recommittal to a committee)",Negatived,85,210,0,C-4,House Government Bill,legisinfo,government_bill,,0,,Parliament_42-1/votes_metadata.csv
42-1,125,2016-10-18T15:10:31,Opposition Motion (Framework agreement on softwood lumber exports),Negatived,125,170,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,126,2016-10-18T15:22:42,"2nd reading of Bill C-16, An Act to amend the Canadian Human Rights Act and the Criminal Code",Agreed To,248,40,0,C-16,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,127,2016-10-19T18:00:49,"3rd reading and adoption of Bill C-4, An Act to amend the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, the Public Service Labour Relations Act and the Income Tax Act",Agreed To,204,79,0,C-4,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,128,2016-10-19T18:10:19,"2nd reading of Bill C-230, An Act to amend the Criminal Code (firearm — definition of variant)",Negatived,81,202,0,C-230,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,129,2016-10-19T18:20:04,"2nd reading of Bill C-238, An Act respecting the development of a national strategy for the safe disposal of lamps containing mercury",Agreed To,274,9,0,C-238,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,130,2016-10-19T18:30:54,"2nd reading of Bill C-241, An Act to amend the Excise Tax Act (school authorities)",Negatived,130,157,0,C-241,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,131,2016-10-19T18:40:00,"2nd reading of Bill C-225, An Act to amend the Criminal Code (injuring or causing the death of a preborn child while committing an offence)",Negatived,76,209,0,C-225,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,132,2016-10-19T18:50:00,"2nd reading of Bill C-237, An Act to amend the Canada Elections Act (gender equity)",Negatived,68,209,0,C-237,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,133,2016-10-25T10:40:00,Ways and Means motion No. 9,Agreed To,175,131,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,134,2016-10-25T15:00:16,Opposition Motion (Genocide against the Yazidi people) (amendment),Agreed To,313,0,0,,,unknown,opposition_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,135,2016-10-26T18:00:00,"2nd reading of Bill C-243, An Act respecting the development of a national maternity assistance program strategy and amending the Employment Insurance Act (maternity benefits)",Agreed To,231,78,0,C-243,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,136,2016-10-26T18:10:00,"2nd reading of Bill C-240, An Act to amend the Income Tax Act (tax credit — first aid)",Agreed To,227,81,0,C-240,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,42-1/136,Parliament_42-1/votes_metadata.csv
